iucn_sciname,worms_valid_sciname,sis_taxon_id,iucn_assessment_id,aphia_id,aquax,notes
euprymna scolopes,euprymna scolopes,162598,925206,342322,SDM,NA
euprymna berryi,euprymna berryi,162599,925343,342315,SDM,NA
austrorossia antillensis,austrorossia antillensis,162601,926074,342276,SDM,NA
euprymna hyllebergi,euprymna hyllebergi,162602,926272,410361,No SDM,NA
sepia simoniana,sepia simoniana,162603,926402,225558,SDM,NA
idiosepius pygmaeus,idiosepius pygmaeus,162604,926579,342345,SDM,NA
sepia dollfusi,sepia dollfusi,162608,927246,220307,No SDM,NA
sepietta neglecta,sepietta neglecta,162610,927727,141450,SDM,NA
austrorossia enigmatica,austrorossia enigmatica,162611,928122,342279,SDM,NA
rossia tortugaensis,rossia tortugaensis,162614,928571,342199,No SDM,NA
sepia adami,sepia adami,162615,928715,342108,No SDM,NA
semirossia tenera,semirossia tenera,162616,928874,157036,SDM,NA
rossia moelleri,rossia moelleri,162617,929820,156383,No SDM,NA
sepia vermiculata,sepia vermiculata,162619,930233,225551,SDM,NA
sepia aureomaculata,sepia aureomaculata,162621,930694,342113,No SDM,NA
sepia cottoni,sepia cottoni,162622,930857,342125,No SDM,NA
sepia thurstoni,sepia thurstoni,162623,931000,342181,No SDM,NA
sepia reesi,sepia reesi,162624,931149,342167,No SDM,NA
sepiella mangkangunga,sepiella mangkangunga,162625,931302,438913,No SDM,NA
sepia sulcata,sepia sulcata,162626,931440,342178,No SDM,NA
rossia mollicella,rossia mollicella,162628,931900,342196,No SDM,NA
euprymna morsei,euprymna morsei,162630,932240,342317,SDM,NA
sepiola atlantica,sepiola atlantica,162631,932588,141454,SDM,NA
pareledone charcoti,pareledone charcoti,162632,932860,239392,SDM,NA
sepia rhoda,sepia rhoda,162633,933067,342169,SDM,NA
sepia bathyalis,sepia bathyalis,162637,934021,342116,No SDM,NA
sepia acuminata,sepia acuminata,162638,934155,342107,No SDM,NA
sepia subtenuipes,sepia subtenuipes,162640,934582,342177,SDM,NA
sepia plathyconchalis,sepia plathyconchalis,162641,934740,342164,No SDM,NA
heteroteuthis dispar,heteroteuthis dispar,162644,935289,141446,SDM,NA
sepia savignyi,sepia savignyi,162645,935830,220308,No SDM,NA
sepiella cyanea,sepiella cyanea,162648,936400,342213,No SDM,NA
sepia carinata,sepia carinata,162649,936570,342122,No SDM,NA
sepia joubini,sepia joubini,162650,936826,342144,No SDM,NA
sepia elobyana,sepia elobyana,162651,936975,342129,No SDM,NA
sepia bidhaia,sepia bidhaia,162652,937223,342118,No SDM,NA
sepia burnupi,sepia burnupi,162655,937665,342121,No SDM,NA
stoloteuthis maoria,stoloteuthis maoria,162656,937822,410404,SDM,NA
idiosepius paradoxus,idiosepius paradoxus,162657,937941,342343,No SDM,NA
sepia incerta,sepia incerta,162658,938156,342140,No SDM,NA
sepiola intermedia,sepiola intermedia,162659,938307,141456,SDM,NA
neorossia caroli,neorossia caroli,162663,939433,141447,SDM,NA
sepia officinalis,sepia officinalis,162664,939991,141444,No SDM,NA
sepia sokotriensis,sepia sokotriensis,162668,941205,342175,No SDM,NA
euprymna stenodactyla,euprymna stenodactyla,162669,941389,342323,No SDM,NA
sepia mirabilis,sepia mirabilis,162670,941509,342154,No SDM,NA
inioteuthis maculosa,inioteuthis maculosa,162672,941958,342349,No SDM,NA
euprymna hoylei,euprymna hoylei,162674,942516,342316,No SDM,NA
sepia sewelli,sepia sewelli,162678,943019,342173,No SDM,NA
rondeletiola minor,rondeletiola minor,162682,943839,141448,SDM,NA
austrorossia australis,austrorossia australis,162683,944319,342277,SDM,NA
sepiella ocellata,sepiella ocellata,162684,944514,342214,No SDM,NA
sepiadarium gracilis,sepiadarium gracilis,162685,944655,342390,No SDM,NA
sepia zanzibarica,sepia zanzibarica,162687,944902,342187,No SDM,NA
pareledone cornuta,pareledone cornuta,162695,945167,325329,SDM,NA
adelieledone piatkowski,adelieledone piatkowski,162696,945349,325318,No SDM,NA
pareledone panchroma,pareledone panchroma,162697,945505,325332,No SDM,NA
pareledone aurorae,pareledone aurorae,162698,945672,325328,No SDM,NA
adelieledone polymorpha,adelieledone polymorpha,162700,946021,325319,SDM,NA
praealtus paralbida,praealtus paralbida,162701,946212,325338,No SDM,NA
thaumeledone marshalli,thaumeledone marshalli,162702,946374,342263,No SDM,NA
thaumeledone peninsulae,thaumeledone peninsulae,162703,946530,325340,No SDM,NA
pareledone aurata,pareledone aurata,162705,946862,325327,SDM,NA
pareledone albimaculata,pareledone albimaculata,162706,946989,325326,SDM,NA
pareledone subtilis,pareledone subtilis,162707,947157,325335,No SDM,NA
thaumeledone gunteri,thaumeledone gunteri,162708,947324,342262,No SDM,NA
thaumeledone zeiss,thaumeledone zeiss,162709,947487,342264,No SDM,NA
pareledone prydzensis,pareledone prydzensis,162710,947645,325333,SDM,NA
thaumeledone brevis,thaumeledone brevis,162712,947986,342261,SDM,NA
pareledone serperastrata,pareledone serperastrata,162713,948145,325334,No SDM,NA
bathypurpurata profunda,bathypurpurata profunda,162714,948327,325321,No SDM,NA
velodona togata,velodona togata,162715,948474,342415,No SDM,NA
pareledone framensis,pareledone framensis,162716,948614,325330,No SDM,NA
pareledone felix,pareledone felix,162717,948796,325336,SDM,NA
adelieledone adelieana,adelieledone adelieana,162718,948963,325317,No SDM,NA
vosseledone charrua,vosseledone charrua,162719,949136,342416,No SDM,NA
pareledone turqueti,pareledone turqueti,162720,949315,239393,SDM,NA
pareledone aequipapillae,pareledone aequipapillae,162721,949517,325325,SDM,NA
bathyteuthis berryi,bathyteuthis berryi,162894,950290,341789,No SDM,NA
octopus micros,octopus micros,162897,950440,457972,No SDM,NA
amphitretus pelagicus,amphitretus pelagicus,162899,950548,342272,SDM,NA
todarodes filippovae,todarodes filippovae,162900,951370,325306,SDM,NA
uroteuthis vossi,uroteuthis vossi,162901,951553,342414,No SDM,NA
enoploteuthis higginsi,enoploteuthis higginsi,162904,951662,342298,No SDM,NA
enoploteuthis obliqua,enoploteuthis obliqua,162905,951790,342301,No SDM,NA
helicocranchia pfefferi,helicocranchia pfefferi,162906,951921,139424,No SDM,NA
octopus vitiensis,octopus vitiensis,162907,952117,342044,No SDM,NA
histioteuthis miranda,histioteuthis miranda,162908,952123,341871,SDM,NA
egea inermis,egea inermis,162909,952287,342293,SDM,NA
chtenopteryx sicula,chtenopteryx sicula,162910,952453,181377,SDM,NA
octopus joubini,octopus joubini,162911,952525,341985,No SDM,NA
ameloctopus litoralis,ameloctopus litoralis,162912,952531,342270,No SDM,NA
callistoctopus nocturnus,callistoctopus nocturnus,162913,952657,535845,No SDM,NA
muusoctopus longibrachus,muusoctopus longibrachus,162914,952663,527140,No SDM,NA
leachia atlantica,leachia atlantica,162916,952917,139425,SDM,NA
opisthoteuthis mero,opisthoteuthis mero,162917,953097,342098,SDM,NA
grimpoteuthis innominata,grimpoteuthis innominata,162918,953226,410363,No SDM,NA
octopoteuthis danae,octopoteuthis danae,162919,953330,342056,SDM,NA
afrololigo mercatoris,afrololigo mercatoris,162920,953650,410041,SDM,NA
abralia spaercki,abralia spaercki,162922,953701,341842,No SDM,NA
loliolus uyii,loliolus uyii,162923,953836,410371,No SDM,NA
amphioctopus polyzenia,amphioctopus polyzenia,162924,953842,534582,No SDM,NA
histioteuthis heteropsis,histioteuthis heteropsis,162925,953880,341868,SDM,NA
eucleoteuthis luminosa,eucleoteuthis luminosa,162926,954040,342313,SDM,NA
octopoteuthis nielseni,octopoteuthis nielseni,162928,954300,818990,No SDM,NA
gonatopsis borealis,gonatopsis borealis,162930,954587,342326,SDM,NA
gonatus madokai,gonatus madokai,162931,954756,341858,SDM,NA
octopus nanus,octopus nanus,162932,954911,342006,No SDM,NA
abraliopsis pacificus,abraliopsis pacificus,162933,954917,341853,No SDM,NA
histioteuthis eltaninae,histioteuthis eltaninae,162934,955048,341867,SDM,NA
pickfordiateuthis pulchella,pickfordiateuthis pulchella,162935,955213,342380,No SDM,NA
eledone palari,eledone palari,162937,955266,341937,SDM,NA
stigmatoteuthis hoylei,stigmatoteuthis hoylei,162938,955272,410403,SDM,NA
cirrothauma magna,cirrothauma magna,162939,955442,410348,No SDM,NA
uroteuthis bengalensis,uroteuthis bengalensis,162940,955532,342408,No SDM,NA
cranchia scabra,cranchia scabra,162941,955561,181386,SDM,NA
taonius pavo,taonius pavo,162942,955784,139428,SDM,NA
brachioteuthis behnii,brachioteuthis behnii,162944,956018,341793,No SDM,NA
histioteuthis meleagroteuthis,histioteuthis meleagroteuthis,162945,956126,140115,SDM,NA
opisthoteuthis medusoides,opisthoteuthis medusoides,162946,956344,342097,No SDM,NA
liguriella podophthalma,liguriella podophthalma,162948,956543,342354,SDM,NA
gonatus onyx,gonatus onyx,162950,957015,341859,SDM,NA
abraliopsis chuni,abraliopsis chuni,162951,957202,341847,No SDM,NA
galiteuthis pacifica,galiteuthis pacifica,162953,957461,341806,SDM,NA
hapalochlaena maculosa,hapalochlaena maculosa,162954,957595,342334,SDM,NA
bathypolypus arcticus,bathypolypus arcticus,162955,957634,140596,SDM,NA
brachioteuthis picta,brachioteuthis picta,162956,957785,341795,SDM,NA
bathypolypus valdiviae,bathypolypus valdiviae,162957,957947,341910,SDM,NA
enteroctopus dofleini,enteroctopus dofleini,162958,958049,342305,SDM,NA
dosidicus gigas,dosidicus gigas,162959,958088,342291,SDM,NA
joubiniteuthis portieri,joubiniteuthis portieri,162961,958314,879785,No SDM,NA
planctoteuthis oligobessa,planctoteuthis oligobessa,162962,958515,342250,No SDM,NA
muusoctopus pseudonymus,muusoctopus pseudonymus,162963,958660,1043782,No SDM,NA
enoploteuthis semilineata,enoploteuthis semilineata,162964,958755,342304,No SDM,NA
graneledone challengeri,graneledone challengeri,162966,958901,342223,SDM,NA
opisthoteuthis robsoni,opisthoteuthis robsoni,162967,958991,342102,No SDM,NA
enoploteuthis anapsis,enoploteuthis anapsis,162968,959100,342295,SDM,NA
nautilus macromphalus,nautilus macromphalus,162970,959265,342236,SDM,NA
amphioctopus neglectus,amphioctopus neglectus,162971,959408,535842,No SDM,NA
megalocranchia oceanica,megalocranchia oceanica,162972,959446,225818,SDM,NA
pickfordiateuthis vossi,pickfordiateuthis vossi,162973,959574,410391,No SDM,NA
octopus mimus,octopus mimus,162974,959580,342001,SDM,NA
hapalochlaena fasciata,hapalochlaena fasciata,162975,959619,342332,No SDM,NA
cirroctopus glacialis,cirroctopus glacialis,162977,959666,325315,SDM,NA
amphioctopus siamensis,amphioctopus siamensis,162978,959777,534527,No SDM,NA
teuthowenia maculata,teuthowenia maculata,162979,959815,341822,SDM,NA
mastigoteuthis psychrophila,mastigoteuthis psychrophila,162980,959967,341904,SDM,NA
uroteuthis edulis,uroteuthis edulis,162981,960084,342409,No SDM,NA
abraliopsis tui,abraliopsis tui,162982,960113,341854,SDM,NA
octopus verrucosus,octopus verrucosus,162983,960225,342043,No SDM,NA
abralia heminuchalis,abralia heminuchalis,162984,960264,341831,SDM,NA
doryteuthis ocula,doryteuthis ocula,162985,960386,574539,No SDM,NA
japetella diaphana,japetella diaphana,162986,960411,138849,SDM,NA
euaxoctopus scalenus,euaxoctopus scalenus,162987,961381,342311,No SDM,NA
vitreledonella richardi,vitreledonella richardi,162988,961420,141962,SDM,NA
octopus wolfi,octopus wolfi,162989,962316,342047,No SDM,NA
eledone caparti,eledone caparti,162990,962322,341933,No SDM,NA
octopus pallidus,octopus pallidus,162991,962363,342015,SDM,NA
grimpella thaumastocheir,grimpella thaumastocheir,162992,962369,342331,No SDM,NA
gonatus californiensis,gonatus californiensis,162994,962458,341856,SDM,NA
onykia carriboea,onykia carriboea,162996,962602,140650,SDM,NA
doryteuthis opalescens,doryteuthis opalescens,162997,962708,574540,SDM,NA
octopus pumilus,octopus pumilus,162998,962733,534579,No SDM,NA
notonykia africanae,notonykia africanae,162999,962739,342374,SDM,NA
illex illecebrosus,illex illecebrosus,163002,962911,153087,SDM,NA
octopus bimaculoides,octopus bimaculoides,163004,963213,341952,No SDM,NA
octopus maya,octopus maya,163006,963299,341996,No SDM,NA
bathyteuthis bacidifera,bathyteuthis bacidifera,163007,963338,341788,No SDM,NA
lycoteuthis lorigera,lycoteuthis lorigera,163008,963400,342361,SDM,NA
paroctopus digueti,paroctopus digueti,163010,963585,534130,No SDM,NA
cirrothauma murrayi,cirrothauma murrayi,163011,963624,139174,SDM,NA
grimpoteuthis tuftsi,grimpoteuthis tuftsi,163012,963752,342090,No SDM,NA
muusoctopus sibiricus,muusoctopus sibiricus,163013,963844,527164,No SDM,NA
microeledone mangoldi,microeledone mangoldi,163014,963929,457976,No SDM,NA
octopus veligero,octopus veligero,163015,964014,342042,No SDM,NA
heterololigo bleekeri,heterololigo bleekeri,163017,964020,574562,No SDM,NA
macrochlaena winckworthi,macrochlaena winckworthi,163018,964059,534425,No SDM,NA
enoploteuthis galaxias,enoploteuthis galaxias,163019,964098,342297,SDM,NA
grimpoteuthis meangensis,grimpoteuthis meangensis,163022,964335,342088,No SDM,NA
abralia robsoni,abralia robsoni,163024,964484,341839,No SDM,NA
selenoteuthis scintillans,selenoteuthis scintillans,163025,964592,342387,SDM,NA
psychroteuthis glacialis,psychroteuthis glacialis,163026,964719,325312,SDM,NA
alloteuthis media,alloteuthis media,163027,964854,153134,SDM,NA
abralia redfieldi,abralia redfieldi,163028,964879,341837,SDM,NA
abralia grimpei,abralia grimpei,163030,965138,341830,No SDM,NA
octopus hattai,octopus hattai,163031,965248,341981,No SDM,NA
callistoctopus alpheus,callistoctopus alpheus,163032,965254,534104,No SDM,NA
chiroteuthis mega,chiroteuthis mega,163033,965260,394999,SDM,NA
graneledone gonzalezi,graneledone gonzalezi,163034,965390,342224,No SDM,NA
abraliopsis lineata,abraliopsis lineata,163035,965504,341852,No SDM,NA
abdopus abaculus,abdopus abaculus,163036,965631,534100,No SDM,NA
abralia astrolineata,abralia astrolineata,163037,965731,341827,No SDM,NA
abralia armata,abralia armata,163038,965858,341826,No SDM,NA
octopus penicillifer,octopus penicillifer,163040,966011,342017,No SDM,NA
loliolus beka,loliolus beka,163041,966017,410369,SDM,NA
cirroteuthis muelleri,cirroteuthis muelleri,163042,966023,342212,SDM,NA
uroteuthis chinensis,uroteuthis chinensis,163045,966300,410410,SDM,NA
eledone massyae,eledone massyae,163047,966407,341935,No SDM,NA
bentheledone albida,bentheledone albida,163048,966481,342283,No SDM,NA
nematolampas regalis,nematolampas regalis,163051,966807,410379,No SDM,NA
muusoctopus berryi,muusoctopus berryi,163053,967084,1043780,No SDM,NA
octopus cyanea,octopus cyanea,163055,967286,210788,SDM,NA
histioteuthis oceani,histioteuthis oceani,163056,967325,341872,No SDM,NA
callistoctopus graptus,callistoctopus graptus,163057,967471,535744,No SDM,NA
lolliguncula argus,lolliguncula argus,163058,967477,342228,No SDM,NA
nototodarus sloanii,nototodarus sloanii,163059,967524,342378,SDM,NA
muusoctopus robustus,muusoctopus robustus,163060,967669,527163,No SDM,NA
galeoctopus lateralis,galeoctopus lateralis,163061,967770,457973,No SDM,NA
abraliopsis hoylei,abraliopsis hoylei,163063,967809,341851,SDM,NA
onychoteuthis meridiopacifica,onychoteuthis meridiopacifica,163064,967913,342071,No SDM,NA
opisthoteuthis californiana,opisthoteuthis californiana,163065,968048,342092,SDM,NA
sandalops melancholicus,sandalops melancholicus,163067,968266,342386,SDM,NA
gonatopsis octopedatus,gonatopsis octopedatus,163068,968435,342329,No SDM,NA
lycoteuthis springeri,lycoteuthis springeri,163070,968562,342362,No SDM,NA
ornithoteuthis volatilis,ornithoteuthis volatilis,163071,968661,220322,SDM,NA
octopus berrima,octopus berrima,163072,968832,341950,SDM,NA
histioteuthis bonnellii,histioteuthis bonnellii,163073,968838,140111,No SDM,NA
opisthoteuthis bruuni,opisthoteuthis bruuni,163074,969042,410387,No SDM,NA
ocythoe tuberculata,ocythoe tuberculata,163075,969155,140610,SDM,NA
pteroctopus tetracirrhus,pteroctopus tetracirrhus,163076,969231,140606,SDM,NA
amphitretus thielei,amphitretus thielei,163077,969270,410335,No SDM,NA
callistoctopus luteus,callistoctopus luteus,163078,969485,535780,No SDM,NA
argonauta argo,argonauta argo,163080,969616,138803,SDM,NA
lolliguncula brevis,lolliguncula brevis,163081,970763,157028,SDM,NA
tremoctopus gelatus,tremoctopus gelatus,163082,970785,342209,No SDM,NA
argonauta nouryi,argonauta nouryi,163083,970914,341786,SDM,NA
nototodarus hawaiiensis,nototodarus hawaiiensis,163085,971071,342376,No SDM,NA
octopoteuthis megaptera,octopoteuthis megaptera,163086,971305,342060,SDM,NA
amphioctopus robsoni,amphioctopus robsoni,163087,971425,534563,No SDM,NA
leachia pacifica,leachia pacifica,163088,971465,341815,SDM,NA
pyroteuthis addolux,pyroteuthis addolux,163089,971624,342242,SDM,NA
grimpoteuthis plena,grimpoteuthis plena,163090,971748,157021,No SDM,NA
octopus parvus,octopus parvus,163091,971846,342016,No SDM,NA
octopus favonius,octopus favonius,163092,971852,341970,No SDM,NA
allonautilus scrobiculatus,allonautilus scrobiculatus,163093,971858,342269,No SDM,NA
abraliopsis felis,abraliopsis felis,163094,971967,341849,SDM,NA
brachioteuthis riisei,brachioteuthis riisei,163095,972086,138852,SDM,NA
enoploteuthis jonesi,enoploteuthis jonesi,163096,972523,342299,No SDM,NA
loliolus hardwickei,loliolus hardwickei,163097,972653,342357,No SDM,NA
octopus alecto,octopus alecto,163098,972659,341942,No SDM,NA
octopus balboai,octopus balboai,163099,972665,341949,No SDM,NA
octopus argus,octopus argus,163100,972671,534105,No SDM,NA
brachioteuthis beanii,brachioteuthis beanii,163101,972677,341792,SDM,NA
cistopus indicus,cistopus indicus,163103,973124,220324,SDM,NA
grimpoteuthis megaptera,grimpoteuthis megaptera,163106,973179,157020,No SDM,NA
bathypolypus sponsalis,bathypolypus sponsalis,163107,973283,140598,SDM,NA
batoteuthis skolops,batoteuthis skolops,163108,973433,325293,No SDM,NA
octopus chierchiae,octopus chierchiae,163109,973547,341962,No SDM,NA
enoploteuthis octolineata,enoploteuthis octolineata,163110,973553,342302,No SDM,NA
teretoctopus indicus,teretoctopus indicus,163111,973665,342399,No SDM,NA
asperoteuthis acanthoderma,asperoteuthis acanthoderma,163112,973704,342273,No SDM,NA
octopus pyrum,octopus pyrum,163113,973844,527168,No SDM,NA
abralia veranyi,abralia veranyi,163114,973850,139688,SDM,NA
uroteuthis bartschi,uroteuthis bartschi,163115,974020,342407,No SDM,NA
liocranchia valdiviae,liocranchia valdiviae,163118,974278,341819,SDM,NA
grimpoteuthis pacifica,grimpoteuthis pacifica,163121,974477,342089,No SDM,NA
uroteuthis abulati,uroteuthis abulati,163122,974582,342405,No SDM,NA
graneledone macrotyla,graneledone macrotyla,163124,974640,342225,No SDM,NA
vulcanoctopus hydrothermalis,vulcanoctopus hydrothermalis,163127,974824,342417,No SDM,NA
graneledone antarctica,graneledone antarctica,163128,974901,325322,No SDM,NA
nototodarus gouldi,nototodarus gouldi,163129,975002,342375,SDM,NA
octopus gardineri,octopus gardineri,163133,975726,341975,No SDM,NA
abralia renschi,abralia renschi,163134,975732,341838,No SDM,NA
muusoctopus yaquinae,muusoctopus yaquinae,163137,975973,527167,No SDM,NA
callistoctopus aspilosomatis,callistoctopus aspilosomatis,163138,976076,534106,No SDM,NA
doryteuthis gahi,doryteuthis gahi,163139,976082,574538,SDM,NA
muusoctopus januarii,muusoctopus januarii,163140,976168,527149,SDM,NA
opisthoteuthis massyae,opisthoteuthis massyae,163141,976478,153060,SDM,NA
abralia multihamata,abralia multihamata,163142,976711,341836,No SDM,NA
leachia danae,leachia danae,163143,976835,559389,SDM,NA
octopus rubescens,octopus rubescens,163145,977068,342023,SDM,NA
watasenia scintillans,watasenia scintillans,163146,977074,342419,SDM,NA
octopus bimaculatus,octopus bimaculatus,163147,977211,341951,SDM,NA
uroteuthis noctiluca,uroteuthis noctiluca,163148,977250,342411,No SDM,NA
bathypolypus pugniger,bathypolypus pugniger,163149,977279,181387,No SDM,NA
sthenoteuthis oualaniensis,sthenoteuthis oualaniensis,163152,977501,342066,SDM,NA
stigmatoteuthis arcturi,stigmatoteuthis arcturi,163155,978025,410401,SDM,NA
galiteuthis armata,galiteuthis armata,163156,978168,153063,SDM,NA
abralia siedleckyi,abralia siedleckyi,163157,978320,341840,No SDM,NA
graneledone verrucosa,graneledone verrucosa,163159,978478,157019,SDM,NA
mastigoteuthis dentata,mastigoteuthis dentata,163160,978670,341898,No SDM,NA
todarodes angolensis,todarodes angolensis,163161,978847,225569,SDM,NA
ommastrephes bartramii,ommastrephes bartramii,163163,979160,181382,SDM,NA
muusoctopus canthylus,muusoctopus canthylus,163164,979707,527150,No SDM,NA
doryteuthis pealeii,doryteuthis pealeii,163165,979795,574541,No SDM,NA
muusoctopus oregonensis,muusoctopus oregonensis,163166,979824,527160,No SDM,NA
octopus harpedon,octopus harpedon,163167,979917,457971,No SDM,NA
pteroctopus schmidti,pteroctopus schmidti,163168,979923,420654,SDM,NA
mesonychoteuthis hamiltoni,mesonychoteuthis hamiltoni,163170,980001,325299,SDM,NA
doryteuthis surinamensis,doryteuthis surinamensis,163171,980202,574542,No SDM,NA
stauroteuthis syrtensis,stauroteuthis syrtensis,163172,980241,153122,SDM,NA
callistoctopus rapanui,callistoctopus rapanui,163174,980433,534572,No SDM,NA
octopus briareus,octopus briareus,163175,980439,341954,SDM,NA
amphioctopus marginatus,amphioctopus marginatus,163176,980445,534099,SDM,NA
histioteuthis reversa,histioteuthis reversa,163177,980483,181381,SDM,NA
opisthoteuthis pluto,opisthoteuthis pluto,163178,980634,342101,SDM,NA
discoteuthis laciniosa,discoteuthis laciniosa,163179,980788,196595,SDM,NA
octopoteuthis rugosa,octopoteuthis rugosa,163180,980948,342062,SDM,NA
helicocranchia papillata,helicocranchia papillata,163181,981074,225820,SDM,NA
lolliguncula panamensis,lolliguncula panamensis,163182,981207,342230,SDM,NA
enteroctopus magnificus,enteroctopus magnificus,163183,981224,535784,SDM,NA
abralia andamanica,abralia andamanica,163184,981263,341825,SDM,NA
callistoctopus bunurong,callistoctopus bunurong,163185,981407,534111,No SDM,NA
gonatus fabricii,gonatus fabricii,163186,981413,153097,No SDM,NA
enoploteuthis chunii,enoploteuthis chunii,163187,981552,342296,SDM,NA
todarodes sagittatus,todarodes sagittatus,163189,981746,140624,SDM,NA
gonatus ursabrunae,gonatus ursabrunae,163190,981871,341862,No SDM,NA
pyroteuthis serrata,pyroteuthis serrata,163192,982042,342243,No SDM,NA
amphioctopus rex,amphioctopus rex,163195,982275,534567,No SDM,NA
uroteuthis arabica,uroteuthis arabica,163196,982313,342406,No SDM,NA
sasakiopus salebrosus,sasakiopus salebrosus,163197,982342,534138,No SDM,NA
octopus kaurna,octopus kaurna,163199,982975,341988,No SDM,NA
callistoctopus ornatus,callistoctopus ornatus,163200,982981,534728,SDM,NA
octopus mutilans,octopus mutilans,163201,982987,342004,No SDM,NA
gonatus steenstrupi,gonatus steenstrupi,163202,982993,140027,SDM,NA
onychoteuthis borealijaponica,onychoteuthis borealijaponica,163203,983134,342069,SDM,NA
chiroteuthis calyx,chiroteuthis calyx,163204,983300,341796,SDM,NA
doryteuthis sanpaulensis,doryteuthis sanpaulensis,163205,983428,574545,No SDM,NA
haliphron atlanticus,haliphron atlanticus,163207,983527,341781,No SDM,NA
octopus salutii,octopus salutii,163208,984948,140604,SDM,NA
amphioctopus ovulum,amphioctopus ovulum,163209,984954,534588,SDM,NA
callistoctopus lechenaultii,callistoctopus lechenaultii,163210,985059,535607,No SDM,NA
argonauta hians,argonauta hians,163211,985065,215276,No SDM,NA
loliolus japonica,loliolus japonica,163213,985195,410370,SDM,NA
muusoctopus levis,muusoctopus levis,163215,985247,884007,No SDM,NA
muusoctopus hokkaidensis,muusoctopus hokkaidensis,163217,985340,527153,No SDM,NA
lampadioteuthis megaleia,lampadioteuthis megaleia,163219,985685,181378,SDM,NA
alloteuthis subulata,alloteuthis subulata,163220,985815,153131,No SDM,NA
opisthoteuthis philipii,opisthoteuthis philipii,163221,985854,342100,No SDM,NA
octopus oculifer,octopus oculifer,163224,986209,342010,SDM,NA
grimpoteuthis umbellata,grimpoteuthis umbellata,163225,986248,153141,No SDM,NA
chiroteuthis joubini,chiroteuthis joubini,163226,986349,341799,No SDM,NA
leachia cyclura,leachia cyclura,163227,986482,225819,SDM,NA
galiteuthis phyllura,galiteuthis phyllura,163229,987424,341807,SDM,NA
uroteuthis singhalensis,uroteuthis singhalensis,163230,987571,410415,No SDM,NA
abralia marisarabica,abralia marisarabica,163231,987600,341834,No SDM,NA
ornithoteuthis antillarum,ornithoteuthis antillarum,163232,987711,225573,SDM,NA
uroteuthis robsoni,uroteuthis robsoni,163233,988089,342413,No SDM,NA
abraliopsis gilchristi,abraliopsis gilchristi,163235,988278,341850,SDM,NA
amphioctopus mototi,amphioctopus mototi,163236,988390,535841,No SDM,NA
bathypolypus bairdii,bathypolypus bairdii,163237,988428,157011,SDM,NA
planctoteuthis levimana,planctoteuthis levimana,163238,988641,238753,No SDM,NA
callistoctopus dierythraeus,callistoctopus dierythraeus,163239,988760,534129,SDM,NA
chtenopteryx sepioloides,chtenopteryx sepioloides,163240,988766,341805,No SDM,NA
cirroctopus mawsoni,cirroctopus mawsoni,163241,988835,410347,No SDM,NA
illex oxygonius,illex oxygonius,163242,988930,157022,SDM,NA
pholidoteuthis adami,pholidoteuthis adami,163243,989071,342247,SDM,NA
uroteuthis reesi,uroteuthis reesi,163244,989304,342412,No SDM,NA
taonius borealis,taonius borealis,163245,989333,410406,SDM,NA
illex argentinus,illex argentinus,163246,989453,342064,SDM,NA
octopus hubbsorum,octopus hubbsorum,163248,989926,341983,SDM,NA
amphioctopus varunae,amphioctopus varunae,163249,989965,534516,No SDM,NA
muusoctopus oregonae,muusoctopus oregonae,163250,990003,527159,No SDM,NA
octopus selene,octopus selene,163251,990096,342026,No SDM,NA
onykia robusta,onykia robusta,163252,990102,410385,SDM,NA
gonatopsis makko,gonatopsis makko,163253,990232,342328,No SDM,NA
octopus bulbus,octopus bulbus,163254,990376,457970,No SDM,NA
enoploteuthis reticulata,enoploteuthis reticulata,163255,990382,342303,No SDM,NA
discoteuthis discus,discoteuthis discus,163256,990506,342234,SDM,NA
planctoteuthis danae,planctoteuthis danae,163257,990670,342249,SDM,NA
teuthowenia megalops,teuthowenia megalops,163258,990818,139429,SDM,NA
octopus superciliosus,octopus superciliosus,163261,991146,342030,No SDM,NA
abralia trigonura,abralia trigonura,163262,991152,341844,No SDM,NA
megalocranchia maxima,megalocranchia maxima,163263,991280,341821,No SDM,NA
architeuthis dux,architeuthis dux,163265,991505,342218,SDM,NA
onykia loennbergii,onykia loennbergii,163266,991688,410383,No SDM,NA
taningia danae,taningia danae,163267,991803,140609,SDM,NA
nototeuthis dimegacotyle,nototeuthis dimegacotyle,163268,992033,342373,No SDM,NA
mastigoteuthis agassizii,mastigoteuthis agassizii,163270,992644,157029,SDM,NA
octopus micropyrsus,octopus micropyrsus,163272,992805,342000,No SDM,NA
loliolus sumatrensis,loliolus sumatrensis,163273,992811,342359,SDM,NA
abralia similis,abralia similis,163274,992817,341841,No SDM,NA
filippovia knipovitchi,filippovia knipovitchi,163275,992940,550403,No SDM,NA
teuthowenia pellucida,teuthowenia pellucida,163276,993102,341823,SDM,NA
lepidoteuthis grimaldii,lepidoteuthis grimaldii,163278,993322,140193,SDM,NA
euaxoctopus panamensis,euaxoctopus panamensis,163279,993471,342309,No SDM,NA
octopus tetricus,octopus tetricus,163280,993510,342036,No SDM,NA
graneledone taniwha,graneledone taniwha,163281,993549,342226,SDM,NA
grimpoteuthis wuelkeri,grimpoteuthis wuelkeri,163284,993781,153094,No SDM,NA
