sciname,aphia_id
Hypnea japonica,372239
Sparidentex hasta,218626
Filimanus perplexa,280782
Cephalopholis urodeta,218181
Chitala lopis,1021765
Sepia bandensis,NA
Polybius henslowii,107399
Polyipnus polli,127313
Brachysomophis atlanticus,279124
Chaetodon vagabundus,218754
Parablennius tentacularis,126777
Siniperca knerii,282798
Parascolopsis townsendi,214691
Calotomus carolinus,219076
Glyphocrangon dentata,210460
Neolithodes capensis,246171
Cephalopholis nigripinnis,313075
Xantho pilipes,107441
Ciona imperfecta,103731
Hypostomus hondae,1525966
Rhynchorhina mauritaniensis,1043636
Philocheras trispinosus,107562
Alcyonidium parasiticum,111604
Bifurcaria bifurcata,145503
Doboatherina duodecimalis,1526239
Buccinum bayani,490786
Bohadschia koellikeri,210764
Diplomystes camposensis,1011675
Lamna ditropis,271421
Ichthyoelephas humeralis,1021255
Epinephelus akaara,273833
Sarotherodon galilaeus,293731
Cyclopterus lumpus,127214
Ostrea lurida,542155
Carcharhinus longimanus,105794
Electrona carlsbergi,234638
Dicentrarchus punctatus,126976
Cichla ocellaris,280183
Hippoglossoides platessoides,127137
Pecten fumatus,393904
Venus crebrisulca,446832
Cygnus olor,159090
Spatangus mathesoni,414252
Neanthes kerguelensis,130390
Pygoscelis antarcticus,225783
Acanthoclinus fuscus,279470
Bunocephalus verrucosus,1019715
Ammocryptocharax elegans,1012744
Sperata aor,1022803
Ariosoma anago,217542
Auchenionchus microcirrhis,279829
Raiamas bola,1026475
Bembrops anatirostris,159842
Brosmodorsalis persicinus,279998
Calotomus japonicus,276710
Centrarchus macropterus,1022967
Rama chandramara,NA
Choerodon azurio,277263
Clupeonella engrauliformis,272258
Coryphaenoides nasutus,272345
Cyclothone braueri,127284
Hypanus americanus,1042856
Diplobatis ommata,280551
Electrophorus electricus,1014794
Epinephelus trimaculatus,273872
Pareutropius debauwi,1468631
Gastroscyphus hectoris,280819
Gonostoma denudatum,127295
Haemulon bonariense,275722
Psalidodon anisitsi,1526137
Hippoglossina macrops,275824
Hyporhamphus unifasciatus,159281
Jordania zonope,398459
Laemolyta taeniata,1021355
Atractosteus spatula,279822
Lipogenys gillii,158559
Lyconus brachycolus,221502
Membras analis,275926
Monomitopus agassizii,158765
Gagata itchkeea,1022513
Neoharriotta pinnata,221461
Notropis lutipinnis,1060173
Oplopomus caninoides,277728
Pagothenia phocae,NA
Eptatretus atami,313251
Pellona flavipinnis,277286
Garra andruzzii,1805554
Myzopsetta punctatissima,1605262
Priacanthus arenatus,127005
Pseudocheilinops ataenia,282417
Ptychobarbus conirostris,1012852
Beringraja pulchra,1015739
Pseudobatos horkelii,1043490
Salmo obtusirostris,994325
Scopelopsis multipunctatus,217717
Serrasalmus spilopleura,1021219
Sphaeramia nematoptera,278349
Stigmatopora argus,282892
Arius nenga,NA
Coptodon bakossiorum,1011208
Mentodus mesalirus,272952
Umbra krameri,154237
Woodsia meyerwaardeni,283165
Eriphia sebana,207602
Achelous xantusii,451846
Puerulus velutinus,382905
Heptacarpus geniculatus,515251
Heterocarpus vicarius,515438
Daphnia quadrangulus,NA
Nematocarcinus agassizii,514302
Ibacus pubescens,382924
Octopus hongkongensis,341982
Loliolus japonica,410370
Lamarcka ventricosa,1549091
Spondylus tenuis,506972
Latona deltoides,1610811
Vasticardium orbita,466608
Solen malaccensis,413513
Tapes belcheri,507908
Payraudeautia intricata,140550
Nerita chamaeleon,596064
Murex pecten,404683
Conus betulinus,215517
Chaetopleura apiculata,848051
Astropyga radiata,213370
Encope grandis,513256
Calliblepharis saidana,1312620
Centroberyx gerrardi,276894
Filimanus sealei,280783
Epinephelus coeruleopunctatus,218247
Cephalopholis boenak,218182
Mystacoleucus obtusirostris,1805616
Monomia haani,1361696
Maurolicus weitzmani,158838
Apterichtus gracilis,271925
Roa jayakari,475056
Parablennius verryckeni,273140
Siniperca scherzeri,282799
Parexocoetus mento,126388
Lutjanus notatus,218476
Chelycypraea testudinaria,530893
Lutjanus stellatus,276550
Diplectrum euryplectrum,276179
Lutjanus indicus,835109
Ciona mollis,250290
Hypostomus niceforoi,1014623
Neoraja iberica,398306
Pasiphaea hoplocerca,107674
Alcyonium digitatum,125333
Gongolaria baccata,1659019
Mugil hospes,273653
Pila globosa,842943
Bohadschia ocellata,530032
Eremophilus mutisii,1022920
Ginglymostoma cirratum,105846
Brycon moorei,1020099
Epinephelus striatus,159222
Sarotherodon melanotheron,293732
Psettodes bennettii,276824
Ostrea conchaphila,397161
Carcharhinus obscurus,105796
Harpadon nehereus,217661
Stereolepis gigas,282884
Tilapia sparrmanii,1015839
Limanda aspera,254562
Placopecten magellanicus,156972
Furgaleus macki,280805
Melanitta deglandi,567404
Paramaretia peloria,414249
Fissidentalium aegeum,344188
Pygoscelis adeliae,225757
Paracanthocobitis botia,1805571
Agonomalus jordani,367712
Ammodytoides renniei,219347
Apagesoma delosommatum,279638
Ariosoma balearicum,126283
Auchenipterichthys longimanus,1021026
Opsarius shacra,1605321
Benthalbella elongata,234655
Brotula clarkae,275888
Calumia godeffroyi,219411
Centriscops humerosus,217969
Channa barca,1026847
Choerodon schoenleinii,218951
Clupeonella grimmi,272259
Coryphaenoides serrulatus,272352
Cyclothone livida,127285
Neotrygon annotata,398329
Diplobatis picta,399668
Eleotrica cableae,280635
Epinephelus undulosus,367207
Eutropiichthys vacha,280759
Gavialiceps taeniola,280823
Sigmops elongatus,221512
Haemulon carbonarium,275724
Hemigrammus rodwayi,1014053
Hippoglossina stomata,275827
Hypostomus affinis,1422382
Julidochromis dickfeldi,1012847
Laemonema laureysi,272473
Lepomis gibbosus,151290
Lipogramma flavescens,281368
Lycothrissa crocodilus,281450
Mendosoma lineatum,281549
Monopenchelys acuta,277933
Scomberesox simulans,272202
Neoheterandria cana,1017437
Notropis nubilus,1423125
Opostomias micripnus,281925
Palatogobius paradoxus,281970
Parananochromis caudifasciatus,1017473
Pellonula leonensis,282186
Phreatobius cisternarum,282245
Liopsetta putnami,158882
Priapella bonita,1018619
Pseudocheilinus evanidus,208917
Ptychocheilus grandis,1021495
Dipturus pullopunctatus,217389
Rhinochimaera atlantica,105830
Saloptia powelli,282656
Scopelosaurus hamiltoni,234731
Serrivomer beanii,126319
Sphaerichthys acrostoma,1012495
Stipecampus cristatus,282895
Tactostoma macropus,282922
Tilapia baloni,1383660
Tragulichthys jaculiferus,219975
Umbrina broussonnetii,273794
Xanthichthys auromarginatus,219897
Myomenippe fornasinii,211055
Menippe frontalis,440492
Arctides antipodarum,382907
Heptacarpus pandaloides,515263
Heterocarpus woodmasoni,210447
Daphnia australis,NA
Hymenopenaeus doris,377450
Guyanacaris caespitosa,741396
Octopus minor,342002
Loliolus sumatrensis,342359
Arca zebra,420713
Psammotreta brevifrons,606748
Donax gouldii,494707
Vasticardium subrugosum,1307001
Solen roseomaculatus,216476
Pholas orientalis,507030
Tectonatica sagraiana,367899
Nerita plicata,216260
Babylonia areolata,475109
Conus coronatus,215446
Ceratozona squalida,386149
Diadema setosum,213372
Lanthonia longifissa,880816
Hypnea spicifera,220821
Sillago flindersi,273940
Filimanus similis,280784
Epinephelus fuscoguttatus,218218
Misgurnus fossilis,154352
Parachela oxygastroides,1026711
Argobuccinum pustulosum,225658
Aristostomias polydactylus,158842
Apterichtus monodi,271928
Bathybates minor,1018399
Spaniblennius clandestinus,282834
Pseudoplatystoma reticulatum,1019693
Parioglossus raoi,278758
Lethrinus conchyliatus,212073
Mactrotoma antecedens,505726
Enteroctopus magnificus,535784
Caranx vinctus,273275
Acanthopagrus sheim,835125
Ciona savignyi,250292
Hypostomus oculeus,1014622
Sprattus antipodum,272280
Athanas nitescens,107486
Pentapora foliacea,150672
Elachista fucicola,144937
Cephalopholis aitha,279145
Amphidromus javanicus,1341952
Holothuria (Stichothuria) coronopertusa,241861
Megalechis picta,1017181
Scyliorhinus canicula,105814
Colossoma macropomum,1020122
Epinephelus goreensis,273854
Vieja maculicauda,283148
Pseudorhombus cinnamoneus,277075
Crassostrea virginica,140657
Carcharhinus leucas,105792
Prochilodus lineatus,1016626
Micropterus salmoides,151295
Etroplus suratensis,280728
Limanda limanda,127139
Argopecten irradians,156817
Chlorurus frontalis,277506
Melanitta nigra,137073
Caenopedina novaezealandiae,414214
Leptochiton kerguelensis,385808
Ardenna tenuirostris,NA
Acanthodoras spinosissimus,1019764
Agonopsis vulsa,279522
Ammotretis lituratus,279582
Apareiodon affinis,1018305
Aristochromis christyi,1015286
Auchenipterus nigripinnis,1015630
Opsarius tileo,1026601
Benthobatis marcida,279903
Diancistrus erythraeus,280526
Campichthys galei,278557
Centriscus cristatus,367200
Channa maculata,743356
Choeroichthys brachysoma,217986
Clupisoma garua,280225
Coryphaenoides subserrulatus,217761
Cyclothone microdon,127286
Hemitrygon bennettii,1042846
Diploconger polystigmatus,280553
Eleotris fusca,219356
Epinnula magistralis,280695
Evarra bustamantei,1014041
Gazza minuta,218451
Goodea atripinnis,988971
Haemulon flaviguttatum,275726
Hemigrammus unilineatus,1419655
Hippoglossoides dubius,274288
Hypostomus plecostomus,862544
Jurengraulis juruensis,1019212
Laemonema longipes,272474
Lepomis macrochirus,1022846
Microlipophrys adriaticus,712838
Lycozoarces regani,281451
Menidia beryllina,159227
Monotaxis grandoculis,218584
Nannacara anomala,1018499
Neohomaloptera johorensis,1014561
Notropis rubellus,1020944
Opsanus beta,275645
Pallasina barbata,254396
Paranibea semiluctuosa,282082
Pelmatochromis buettikoferi,1017455
Bufoceratias wedli,280006
Pseudopleuronectes schrenki,275359
Priapichthys annectens,1018339
Pseudochromis aldabraensis,218333
Ptychochromis oligacanthus,282511
Rajella purpuriventralis,271591
Rhinochimaera pacifica,271420
Salvelinus confluentus,274352
Scorpaena angolensis,274698
Setarches guentheri,127258
Sphaerophysa dianchiensis,1011777
Stiphodon semoni,1019316
Taeniacara candidi,1015163
Coptodon bemini,1013112
Tramitichromis brevis,1018240
Umbrina coroides,159338
Xenagoniates bondi,1014660
Ozius guttatus,209154
Ozius verreauxii,440522
Arctides guineensis,382908
Latreutes acicularis,515284
Pandalus dispar,1337983
Daphnia chilensis,NA
Solenocera mutator,377671
Axiopsis baronai,477507
Octopus oliveri,342011
Doryteuthis ocula,574539
Barbatia barbata,138793
Austromacoma constricta,880005
Iphigenia altior,494753
Vepricardium asiaticum,381086
Solena rudis,512088
Barnea dilatata,506987
Patella pellucida,147459
Nerita polita,600671
Babylonia lutosa,475116
Conus flavidus,215518
Placiphorella pacifica,386374
Echinothrix calamaris,213377
Arbacia lixula,124249
Hypnea spinella,145635
Sebastes reedi,274840
Filimanus xanthonema,280785
Epinephelus irroratus,273857
Lutjanus goldiei,276537
Puntioplites proctozysron,NA
Cymbium olla,141965
Aristostomias xenostoma,275008
Bascanichthys ceciliae,275451
Cepola pauciradiata,273320
Microlipophrys bauchotae,712839
Silurus meridionalis,1374505
Parupeneus ciliatus,218661
Nemateleotris magnifica,219611
Paphia rotundata,507799
Pontinus nigropunctatus,274691
Conodon serrifer,280387
Dipturus intermedius,711846
Ascidia mentula,103710
Panaque cochliodon,1423392
Coregonus megalops,1021073
Processa hemphilli,421792
Reteporella beaniana,111448
Ectocarpus fasciculatus,145404
Cephalopholis panamensis,279152
Spondylus lamarckii,506943
Holothuria (Holothuria) dakarensis,124495
Hypostomus robinii,1022292
Prionace glauca,105801
Piaractus brachypomus,1022721
Epinephelus malabaricus,218206
Mayaheros urophthalmus,1253896
Hippoglossus stenolepis,274290
Saccostrea cuccullata,181316
Carcharhinus albimarginatus,217352
Prochilodus reticulatus,282358
Priacanthus macracanthus,273765
Tautogolabrus adspersus,159785
Lepidopsetta bilineata,281305
Argopecten purpuratus,394269
Chlorurus bleekeri,277504
Mergus merganser,159097
Gracilechinus multidentatus,414223
Doris kerguelenensis,NA
Ardenna grisea,NA
Acanthogobius hasta,279476
Agonostomus telfairii,218876
Ammotretis rostratus,279584
Apeltes quadracus,159436
Aristostomias grimaldii,127317
Auchenoceros punctatus,279831
Barilius vagra,1026607
Benthochromis tricoti,1014336
Brotulotaenia brevicauda,126668
Campostoma anomalum,1022825
Centrobranchus andreae,272653
Channa marulius,1026844
Chologaster cornuta,1021666
Cnesterodon carnegiei,1017684
Coryphaenoides thelestomus,272355
Cyclothone pallida,127288
Bathytoshia brevicaudata,316573
Diplocrepis puniceus,280554
Eleotris picta,277804
Epiplatys azureus,NA
Evermannella balbo,126338
Gelanoglanis stroudi,1012399
Gordiichthys irretitus,275479
Haemulon flavolineatum,275727
Hemigymnus fasciatus,218999
Cyphomyrus discorhynchus,1026776
Hypsagonus quadricornis,254508
Kali indica,159666
Laeops clarus,278066
Lepophidium aporrhox,275618
Lissocampus bannwarthi,281375
Lythrurus roseipinnis,1019854
Menticirrhus nasus,276146
Didymothallus mizolepis,398393
Nannaethiops unitaeniatus,1383085
Neolaeops microphthalmus,219810
Notropis rupestris,1011677
Opsaridium microlepis,1018989
Palutrus meteori,279175
Notothenia angustata,279349
Pelotretis flavilatus,282188
Zeugopterus norvegicus,NA
Pseudopleuronectes yokohamae,275360
Prietella phreatophila,1014067
Pseudochromis olivaceus,218332
Pugnaso curtirostris,282513
Raja radula,105889
Rhinodoras dorbignyi,1026622
Salvelinus leucomaenis,293725
Scorpaena brasiliensis,159562
Setipinna breviceps,282764
Sphagemacrurus grenadae,126478
Stlengis misakia,282904
Taenianotus triacanthus,218119
Congolapia bilineata,1018984
Travancoria jonesi,1014754
Umbrina roncador,273802
Xenentodon cancila,283170
Ozius tuberculosus,209153
Paromola japonica,440209
Arctides regalis,246223
Latreutes anoplonyx,515285
Pandalus japonicus,1337984
Daphnia ephemeralis,NA
Sicyonia disdorsalis,377628
Calocarides quinqueseriatus,246244
Octopus briareus,341954
Doryteuthis roperi,574544
Barbatia foliata,NA
Eurytellina alternata,420867
Donax variegatus,152220
Vepricardium sinense,381157
Solen strictus,367772
Barnea manilensis,216464
Patella caerulea,140677
Vittina turrita,818777
Pollia undosa,217065
Conus generalis,215520
Americhiton andersoni,419321
Echinothrix diadema,213378
Psammechinus microtuberculatus,124318
Stirkia codii,NA
Sebastolobus altivelis,282741
Parapolynemus verekeri,282102
Epinephelus miliaris,218211
Schuettea scalaripinnis,282689
Striuntius lateristriga,1605399
Amphioctopus neglectus,535842
Astronesthes caulophorus,275010
Dysomma brevirostre,126321
Chrysiptera sheila,276841
Callionymus carebares,273169
Prochilodus mariae,1016668
Parupeneus margaritatus,277818
Myripristis vittata,217924
Velodona togata,342415
Ammodytes marinus,126751
Cynoscion squamipinnis,276090
Balaenoptera omurai,343896
Polyclinum aurantium,103674
Panaque titan,1007965
Alepocephalus agassizii,126681
Upogebia deltaura,107739
Axinella infundibuliformis,132480
Ectocarpus siliculosus,145410
Diplectrum conceptione,276177
Potamocorbula fasciata,505889
Holothuria (Holoidema) floridana,NA
Astroblepus grixalvii,1022919
Carcharhinus melanopterus,105795
Piaractus mesopotamicus,1019322
Serranus cabrilla,127041
Coptodon zillii,317356
Pleuronectes quadrituberculatus,254564
Saccostrea glomerata,397183
Carcharhinus sealei,217336
Cyprinus carpio,154582
Epigonus telescopus,126858
Bodianus pulcher,1702292
Microstomus kitt,127140
Mimachlamys varia,236719
Centropomus mexicanus,280062
Mergus serrator,159098
Goniocidaris umbraculum,NA
Glyphoperidium bursa,172898
Thalassoica antarctica,212639
Acantholabrus palloni,126957
Agonus cataphractus,127190
Amniataba affinis,1012716
Aphaniops dispar,316333
Arius arius,275569
Auchenoglanis biscutatus,1008144
Bascanichthys bascanoides,275450
Benthocometes robustus,126667
Bryaninops amplus,219392
Campostoma oligolepis,1525381
Centrochir crocodili,1026621
Channallabes apus,1020467
Protochondrostoma genei,1026706
Cnidoglanis macrocephalus,280227
Coryphaenoides zaniophorus,183100
Cyclothone pseudopallida,127289
Bathytoshia centroura,1017389
Diplodus argenteus,293578
Eleotris vittata,277809
Eptatretus burgeri,279272
Evermannichthys metzelaari,276439
Gempylus serpens,126862
Gorgasia maculata,217551
Haemulon macrostoma,NA
Hemilepidotus jordani,254522
Hipposcarus harid,219090
Hypselecara coryphaenoides,1015162
Kalimantania lawak,1026996
Laetacara flavilabris,1026271
Leporellus vittatus,1016702
Lissonanchus lusheri,NA
Lythrurus snelsoni,1011987
Menticirrhus ophicephalus,276147
Lignobrycon myersi,1524901
Nannatherina balstoni,991283
Lepidiolamprologus boulengeri,1011906
Pteronotropis signipinnis,1014160
Opsariichthys bidens,1007712
Poecilia araguaiensis,NA
Notothenia microlepidota,234716
Pelsartia humeralis,282189
Phthanophaneron harveyi,282246
Pleuronichthys coenosus,282290
Priolepis boreus,276763
Pseudocoris aurantiofasciata,277987
Pungitius platygaster,126506
Rajella ravidula,217408
Rhinogobius brunneus,282581
Salvelinus neiva,1015596
Scorpaena grandicornis,274711
Setipinna melanochir,282765
Sphoeroides annulatus,275272
Stokellia anisodon,282906
Taeniochromis holotaenia,1016291
Tilapia brevimanus,581718
Trematocara caparti,1383545
Umbrina ronchus,127013
Xeneretmus latifrons,283171
Galene bispinosa,442349
Tumidodromia dormia,440119
Evibacus princeps,382917
Latreutes laminirostris,515290
Pandalus danae,515462
Daphnia similoides,NA
Sicyonia disedwardsi,377629
Neaxius vivesi,477829
Octopus maya,341996
Doryteuthis sanpaulensis,574545
Barbatia amygdalumtostum,504394
Bosemprella incarnata,849065
Donax venustus,139603
Beguina semiorbiculata,504841
Lirophora paphia,420943
Martesia striata,216465
Patella ferruginea,140679
Nerita costata,216252
Mitrella scripta,139207
Conus leopardus,215464
Chaetoderma argenteum,545006
Echinometra mathaei,213383
Sphaerechinus granularis,124427
Gayliella fimbriata,377235
Zenopsis nebulosa,275302
Polydactylus bifurcus,NA
Epinephelus multinotatus,218237
Lithodes confundens,394057
Rasbora einthovenii,1026704
Amphioctopus fangsiao,534733
Astronesthes macropogon,127325
Synaphobranchus affinis,158665
Chrysiptera unimaculata,218782
Callionymus erythraeus,273179
Odontobutis potamophilus,1021169
Parupeneus rubescens,218664
Myripristis hexagona,217928
Sepia simoniana,225558
Muraenolepis andriashevi,279337
Stellifer pizarroensis,276167
